taxonID,identity_at_least_86.5,Assembly_Accession,copy_number,genome_size_Mb,genome_size_bp,log10_cell_mass_g,cell_mass_g
44ac32b8dffc3a2162455fbb2670d6c6,97.6,GCA_000511405.1,8,4.05601,4056010,-11.63292076,2.33E-12
44aff66e19acd36e29693e8da161ba30,95.618,GCA_001189295.1,3,11.3881,11388100,-9.764786366,1.72E-10
44b8216208ee1d47d4928ef35a3e20a7,97.61,GCA_000009625.1,2,7.5963,7596300,-10.49749122,3.18E-11
44b98d03a1deada6688363dad21ac95d,98.406,GCA_001638925.1,2,3.66056,3660560,-11.81855196,1.52E-12
44bf663ed44d9b97cbe4119916389228,98.008,GCA_002257565.1,3,5.4658,5465800,-11.09310943,8.07E-12
44c3e071c8d5df85863dca32bb0ea808,97.61,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
44c5f50c45f217a5942c6d4e08b4b0cd,97.61,GCA_000017265.1,1,4.37923,4379230,-11.49417602,3.20E-12
44c7d6c931de3c4fd2be8ef180a40d5c,96.813,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
44caa0cfb04fa7a0b33731b1b304d8d5,97.61,GCA_001523915.2,6,7.12953,7129530,-10.61224625,2.44E-11
44d66919ccc5b2e1885cd468e19078ae,97.211,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
44dfe755b441c7cd85481ddda6d261b4,96.429,GCA_000022565.1,1,4.12736,4127360,-11.6013652,2.50E-12
44e048c7490680c62ca3cb8c09fb4939,97.61,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
44e15854d47bf12711e1144020a7b308,95.618,GCA_003355005.1,2,3.76154,3761540,-11.76930965,1.70E-12
44e207107454d74bea8c71173fc29ac5,99.602,GCA_001629705.2,7,4.23067,4230670,-11.55662854,2.78E-12
44e2b52298f8a8048ad2e1e4e0192fa4,98.406,GCA_002285795.1,3,6.68973,6689730,-10.72746421,1.87E-11
44e614ad62acf19ce90d6c082f94c5a5,96.414,GCA_001548155.2,3,3.72663,3726630,-11.78618218,1.64E-12
44e77467edec03dd33abb07e172a4282,96.813,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
44e84aa4fb9334f37d738bba1153906b,96.414,GCA_002243515.1,27,4.51696,4516960,-11.43814065,3.65E-12
44efd5bb3ac685c37195d2d6cc88de1b,99.602,GCA_000389965.1,4,9.22805,9228050,-10.14537525,7.16E-11
44f03e4b53206309dc9f301ab44ffb23,98.805,GCA_000179015.2,3,4.83571,4835710,-11.31474897,4.84E-12
44f202e56a9e246f13aee4705ce8f073,100,GCA_002355795.1,10,3.13501,3135010,-12.09900446,7.96E-13
44f456c2c8cbff1a388febcf8bfd5825,96.016,GCA_000525635.1,3,9.87493,9874930,-10.02277489,9.49E-11
44fb7f3b7854898bc1e76ed41ec7bf90,99.602,GCA_002848365.1,4,4.63244,4632440,-11.39245915,4.05E-12
44fcfbc5c726795ff48120318b14bd53,96.813,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
44fd0a9ff9cade8bbdad8cb19ed9df5e,98.805,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
44fe436327cb786f9d4cd60c57c2e4f0,99.203,GCA_000016885.1,5,2.99505,2995050,-12.18164968,6.58E-13
45037e5c303dd7509f6b09188db8ef91,98.805,GCA_000764535.1,3,4.0619,4061900,-11.63029489,2.34E-12
4507e5b6301c7507440940e1061930c0,98.406,GCA_000010285.1,3,2.69754,2697540,-12.37096711,4.26E-13
4508775ec26dd25c362cd583fb57f37e,98.8,GCA_003713065.1,9,5.28905,5289050,-11.15259303,7.04E-12
450a58edd98d201f0a88448b7a12b820,97.61,GCA_002865585.1,3,3.8408,3840800,-11.73157628,1.86E-12
4510cac8429ced029867a494bad0b403,98.406,GCA_003710085.1,3,4.04172,4041720,-11.6393074,2.29E-12
4513697e7c199bcdce573e64497d1944,99.602,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
451e05a9dfb155532c384fc17d52becb,97.61,GCA_000009625.1,2,7.5963,7596300,-10.49749122,3.18E-11
45210a78b6a30a68e79efef95a349521,98.008,GCA_003312875.1,4,9.12144,9121440,-10.16640248,6.82E-11
452a04aa0f2410c7a8f934fb5e9248f2,98.008,GCA_000253295.1,1,4.75753,4757530,-11.3442436,4.53E-12
452ae9915b5cf5bcdffac23b384a0575,99.203,GCA_002116905.1,3,6.3981,6398100,-10.80812073,1.56E-11
4535297699f5f44cde29aaeb38a3c471,95.618,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
4537a04276cd0d248c6526b30a8fcd07,98.805,GCA_001638925.1,2,3.66056,3660560,-11.81855196,1.52E-12
453aa1ad68fe95e2e8a1afbf203bba1a,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
453c21b0283c6746594e56276850a6b8,96.748,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
454773a402389f8765340b4b2f36c1a4,96.016,GCA_003173715.1,4,6.78838,6788380,-10.70097439,1.99E-11
454925eb9abe53fb6a38c5e0d0142286,96.016,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
4549ad8d97c7ee698999e6c5057e9588,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
454af2bb50434e4081c8dca1f94fc577,97.211,GCA_000183135.1,3,3.6855,3685500,-11.80626494,1.56E-12
454b341056991bb17a988555fb64e209,96.016,GCA_000695095.2,2,4.71655,4716550,-11.35989816,4.37E-12
454f4f2667bd42ad9401d8f7e685d26e,97.233,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
455004d23b8dc747e93ad6f6e1c7e5f9,97.211,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
4550e132c30e98792a7eab805e932cb3,98.008,GCA_000512205.2,3,6.5803,6580300,-10.75730961,1.75E-11
455ef632bce2f641d52d791fd550ce70,97.2,GCA_000218915.1,13,8.66382,8663820,-10.25954408,5.50E-11
455ff755aec40853d503c7ff743cdda2,97.211,GCA_000023245.1,5,8.24814,8248140,-10.34851657,4.48E-11
4564725f4cd46b5a0cba7b7a8ccaf7ab,97.211,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
4565959edb67f2900b1684b56269848e,99.602,GCA_000007645.1,5,2.56461,2564610,-12.46241112,3.45E-13
456fa7ce9e244640244130ede1f54b00,95.618,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
457449da021a36ff7819f6f02e37d89f,95.618,GCA_000503895.1,1,3.65384,3653840,-11.82187698,1.51E-12
4575a181cd70430c44bfe537e177abcb,97.211,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
45772b2e7ff29fb010d51660291d5fc0,97.61,GCA_000021745.1,2,4.30543,4305430,-11.52493111,2.99E-12
457f29d8365234d5c518aad4f37bc07c,96.016,GCA_003173715.1,4,6.78838,6788380,-10.70097439,1.99E-11
458a96ef89163052a97d1873e641051f,96.414,GCA_001620265.1,2,4.98761,4987610,-11.2587813,5.51E-12
458b0803274821cf8b222b789ada3276,95.6,GCA_002082765.1,4,2.07195,2071950,-12.8484197,1.42E-13
4592dbe627b840f6251090c51f525988,100,GCA_000010105.1,5,6.89554,6895540,-10.67263216,2.13E-11
4598281a4e648cdc066f6547e031960c,99.602,GCA_002952215.1,1,3.27915,3279150,-12.01766132,9.60E-13
45997d97ad8c82e6044a388187369bb2,95.618,GCA_000024005.1,6,9.12735,9127350,-10.1652304,6.84E-11
459da2b83f7bd5f9b1804f7023980a05,96.813,GCA_000243115.3,2,4.69734,4697340,-11.36728335,4.29E-12
45a1a8723aa4d0ce5d26e100cfe32108,96.813,GCA_001507645.1,3,4.86885,4868850,-11.30239002,4.98E-12
45a6370b2c9ab78028bcc72b7522027f,95.618,GCA_000243115.3,2,4.69734,4697340,-11.36728335,4.29E-12
45a7c63c7117441709758ad7a20f1d76,98.413,GCA_000166055.1,2,4.01447,4014470,-11.6515491,2.23E-12
45b7e699f7c8a3134fb83659a915ea00,96.813,GCA_002067135.1,3,5.8284,5828400,-10.97687771,1.05E-11
45ba9b545a6d85fedcefa19c524533c2,99.602,GCA_002370555.1,4,3.77925,3779250,-11.76080991,1.73E-12
45c92eeea09f785d5a068e624763e99b,100,GCA_000020025.1,4,9.05919,9059190,-10.1787943,6.63E-11
45caafc0f5d2c1e600f682c329fa1dbc,96.016,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
45d19a03f2f2d782d02ecc466be08754,96.016,GCA_000196355.1,1,3.23431,3234310,-12.04257649,9.07E-13
45d633c933df3df906c8a66f5b10bc17,99.602,GCA_001577305.1,4,4.4922,4492200,-11.44808715,3.56E-12
45d6e84f8628950c3fb385113e29d82b,96.414,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
45d99e5c86fe7da4060c00c4cc84c55d,97.61,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
45d9c8e0992d2c47282be05fb1dfa217,96.813,GCA_002105555.1,2,3.03349,3033490,-12.15857263,6.94E-13
45dca679e0f49a608f714175048dc2e9,96.414,GCA_001611675.1,4,4.82956,4829560,-11.31705181,4.82E-12
45dfe7cf02ee7ceb49fc16ad1efdcfd4,97.211,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
45e11e7de4342c3fe4aa3cbbb635b333,95.6,GCA_000511405.1,8,4.05601,4056010,-11.63292076,2.33E-12
45e36104507cbb384510174f22d5e942,96.414,GCA_003555545.1,2,8.44319,8443190,-10.30622266,4.94E-11
45e3fe3615240f02ccdbc7aa02f17c34,99.602,GCA_002208805.2,6,2.50236,2502360,-12.50687588,3.11E-13
45ea25cde33d457387c2fcf61cfb9c7d,95.618,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
45eaef7bb474f7456112e4987160c64d,97.211,GCA_000455605.1,4,2.99309,2993090,-12.18283427,6.56E-13
45f9dce0d1e38f5caf4f4bb2fbfb49ae,98.4,GCA_000961095.1,9,5.74997,5749970,-11.00139342,9.97E-12
4604221338158e7e3fb821e606e3e5b7,99.203,GCA_900476045.1,4,1.76093,1760930,-13.14274128,7.20E-14
46067d5a09e0f5687df5109a7a6e64ac,99.203,GCA_002896375.1,11,4.58491,4584910,-11.4111216,3.88E-12
4607676deb43d4901c89af926fdcd075,99.602,GCA_000007825.1,13,5.42708,5427080,-11.10597407,7.83E-12
4607d6efe3b9145355400d237129a3c1,98.406,GCA_000389965.1,4,9.22805,9228050,-10.14537525,7.16E-11
460aebdeb87ecaa8c7353a1be37bbffa,96.813,GCA_002752655.1,3,5.18343,5183430,-11.18909484,6.47E-12
461466dc4da9699a15b6868fa96630e3,99.602,GCA_000230895.3,2,6.41574,6415740,-10.80313852,1.57E-11
461af6b2bf67400c7af038a33f66e463,96.813,GCA_000178955.2,1,6.23758,6237580,-10.85409946,1.40E-11
461ca2a24b9f15310f7f5d105931d622,97.211,GCA_000012185.1,6,1.91449,1914490,-12.99144541,1.02E-13
462089014c18898b46e39b3d80742436,96.429,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
462162846506cc50cc621497c876e9f5,95.652,GCA_000010305.1,1,4.63696,4636960,-11.39069438,4.07E-12
462375b51c9f1b49faee43400e9cb9c9,99.203,GCA_001509405.1,2,3.62924,3629240,-11.8341013,1.47E-12
462947d278a9c2875978c361ad52cac9,96.813,GCA_000013705.1,2,2.97152,2971520,-12.19592226,6.37E-13
46338413d46d121e332a9d707c3651e1,100,GCA_002108455.1,3,6.40803,6408030,-10.80531443,1.57E-11
46351548573aab9c80a4851a350aa90f,96.016,GCA_000015025.1,1,2.44354,2443540,-12.54991895,2.82E-13
46378089dccb2689a5634a8d7f294d8d,97.211,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
463cafc7d16d06a8a0a770ca824d7fa5,98.805,GCA_000340435.3,1,4.23576,4235760,-11.55445273,2.79E-12
463e0823b176c6bb2f3d7d25835056cb,98.008,GCA_000013625.1,2,4.11025,4110250,-11.60888234,2.46E-12
4642fb43399e76b175b9dfeb03590153,96.016,GCA_001271345.1,2,5.24373,5243730,-11.16816533,6.79E-12
4649bbf5d5ae7e5b4035f1168037f3c5,95.984,GCA_002073455.2,4,4.16273,4162730,-11.58592399,2.59E-12
4655b649e160b69b20ac1691cf713aed,96.032,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
465cc64e5ac05085551eaaca3cfba5c0,97.211,GCA_003576455.2,3,7.14911,7149110,-10.60728342,2.47E-11
465d30249fb975a4bad2227bf3d30d97,96.414,GCA_002355435.1,2,6.3439,6343900,-10.8235153,1.50E-11
4662eae25e725debd3a79e2eb59b72e6,99.203,GCA_003609795.1,4,5.56389,5563890,-11.06092277,8.69E-12
4664d01b4082de5b18b0c7bd2b836c77,100,GCA_000194805.1,5,6.84325,6843250,-10.68640664,2.06E-11
466552b32c36ac95477a8be294bb62f5,97.211,GCA_001017435.1,3,6.47615,6476150,-10.78617959,1.64E-11
4665f37f8153965fc1f628b674756149,99.602,GCA_003032475.1,6,9.85197,9851970,-10.02698716,9.40E-11
466985612c639ef0b28f9a72fd2e5ede,96.386,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
466d42f7c09481aaabda2f108ba382b6,95.618,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
46714644219b8a9aa4a8e5e8a3972745,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
467836018152b05ce5832b8ad741a413,97.222,GCA_000389965.1,4,9.22805,9228050,-10.14537525,7.16E-11
467a1e57eabb05b3cc99fc9358e087a4,99.203,GCA_000010605.1,6,8.54593,8545930,-10.28433612,5.20E-11
46835909625acb2a835b984b455d62e3,98.406,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
4684c2fbff4537a25b45e5e373131502,95.618,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
4687428e93c7068cab728c40b9a949f2,97.211,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
468a0bdd3c00681418f11a9767929980,99.6,GCA_001189515.2,2,3.21359,3213590,-12.05420639,8.83E-13
468f0fdbb28adf5058a96d996c539f73,99.602,GCA_000525635.1,3,9.87493,9874930,-10.02277489,9.49E-11
469569cc1055c47242b85e01aabe1b4d,96.016,GCA_000019845.1,3,4.41862,4418620,-11.47797228,3.33E-12
4697783654e236fc90b109092ed9a850,99.602,GCA_000016365.1,2,5.98283,5982830,-10.92955557,1.18E-11
4698452948cc40a968a0a1ddee494e2b,97.61,GCA_002002925.1,2,4.15551,4155510,-11.58906528,2.58E-12
46a8fa2595a63942e2df255c006b6825,96.813,GCA_000017265.1,1,4.37923,4379230,-11.49417602,3.20E-12
46ac9580f031b041c92fba8e896c7d08,96.016,GCA_003612775.1,3,7.22847,7228470,-10.58730674,2.59E-11
46aff9bd2ddc7c6a24ba17ac8cf0a25f,95.618,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
46b5d1fa46afc642c9a380146b02c5e4,98.406,GCA_900478165.1,9,4.38437,4384370,-11.49205334,3.22E-12
46b9b05640bae829d59e4065d97b2449,98.008,GCA_001262055.1,3,2.04909,2049090,-12.86849569,1.35E-13
46bd9c8ba76a3380a94ca3ebdf0e1273,98.413,GCA_001294425.1,4,6.55445,6554450,-10.76443227,1.72E-11
46bf36d418859b2dca87709994699af6,97.61,GCA_000015025.1,1,2.44354,2443540,-12.54991895,2.82E-13
46c0a074ba9296e0a65b6a8e90188d18,97.211,GCA_001654455.1,2,5.62773,5627730,-11.04027811,9.11E-12
46c3069e39b9218df32627a5caacb49c,96.414,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
46c34eac935d8031facea29751452153,96.825,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
46c5c194a59e489b013a634ee3ae541b,100,GCA_000007125.1,3,3.29493,3294930,-12.0089742,9.80E-13
46cab6355db82642fbfe2149127f8778,96.047,GCA_001562255.1,1,5.51035,5510350,-11.07842006,8.35E-12
46d0d6f0eb9bdfc1e4ec346506e33ba7,96.813,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
46d61a34fbb1d6fb0bd9c78e2296613f,95.618,GCA_000020565.1,1,1.88436,1884360,-13.02015051,9.55E-14
46daee39b94ecf7be35f13a5ab9d4a34,96.414,GCA_001590605.1,6,5.95054,5950540,-10.93934842,1.15E-11
46db28c910193062a24da50f6041b5c9,96.016,GCA_001189295.1,3,11.3881,11388100,-9.764786366,1.72E-10
46dd737dfd8626f3beb61826f82b4593,97.222,GCA_002119765.1,1,5.97161,5971610,-10.93295235,1.17E-11
46e8c5113f1e99295eb8904d332cff53,99.602,GCA_000418325.1,4,14.7821,14782100,-9.2927661,5.10E-10
46eadc33bb3a57008a1b893b5a1dc251,98.785,GCA_000747345.1,12,3.42267,3422670,-11.94014572,1.15E-12
46f368db0f1b0ff252ac749f0468dcc6,96.414,GCA_000178955.2,1,6.23758,6237580,-10.85409946,1.40E-11
46fd7e779f94f38e74444d60aec1edd8,97.61,GCA_001442755.1,1,5.21086,5210860,-11.17954415,6.61E-12
471b7a0a8506629cc66d11cc07ad5108,99.203,GCA_000023205.1,2,2.5011,2501100,-12.50778727,3.11E-13
471bdfe72ea94adb012cc58e7916d3e1,97.211,GCA_001653335.1,3,4.37671,4376710,-11.49521762,3.20E-12
471c63742ed3a84e87cbd9d6ef3aa311,97.211,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
472374dfd47e680ffc279dc08027bf70,95.618,GCA_001895285.1,4,2.76791,2767910,-12.32436681,4.74E-13
4723f05c3f009384e11881d17ebe72d6,96.813,GCA_002240395.1,2,3.86517,3865170,-11.72013083,1.90E-12
4726ec0c490352ba3b0b9ab5c320009c,97.2,GCA_000023585.1,12,7.18493,7184930,-10.59823941,2.52E-11
4731b5a43f8d068b20f2e8562cc4d147,98.805,GCA_000876675.2,5,6.60653,6606530,-10.75011079,1.78E-11
4734f23d2aa2ef9d2a01e5cc87974ff3,98.406,GCA_000196815.1,1,4.31708,4317080,-11.52004126,3.02E-12
473aea072e2f0313236fb8e96ce000e0,98.008,GCA_002865585.1,3,3.8408,3840800,-11.73157628,1.86E-12
473b3b14a77e53b72c4ff74989e26774,96.016,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
473c852a575e12dc3daf074175dec77f,97.61,GCA_000008485.1,3,3.39775,3397750,-11.95336908,1.11E-12
473de6f524590e7058b183c486b1d6ec,95.618,GCA_000828475.1,1,3.42496,3424960,-11.9389354,1.15E-12
473e1b671e80f78734a7992098218986,98.406,GCA_000144605.1,2,3.44526,3445260,-11.92824166,1.18E-12
4740492c6de2d5ac77360f3ea95e16b6,98.406,GCA_000284375.1,2,9.20738,9207380,-10.14943305,7.09E-11
4740fb257f10fb658b6e249c0b3f76ad,99.203,GCA_003355005.1,2,3.76154,3761540,-11.76930965,1.70E-12
4750668ff56824d358d9f95d00313080,97.211,GCA_002355395.1,1,2.70284,2702840,-12.36741526,4.29E-13
4752a74d2dde52e47f5b44c9c5a55620,99.203,GCA_000164865.1,7,4.81405,4814050,-11.32287251,4.75E-12
475362de680f99eee318a55ce9e7b4ae,96.016,GCA_000503895.1,1,3.65384,3653840,-11.82187698,1.51E-12
4754877b2254c5a53401c5262fa0c9fc,98.406,GCA_000935025.1,2,5.22839,5228390,-11.17346677,6.71E-12
4755cc0bfb5887bae15c4d1e82b49eff,99.203,GCA_001580455.1,2,4.91663,4916630,-11.28471864,5.19E-12
4757dbc11209b659f09c44206d93a80e,95.618,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
475b99378137b81eeb7961b86b152e17,100,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
475bb382fef985cab0e2ef3848b41fb8,99.602,GCA_000284255.1,3,5.04325,5043250,-11.23870626,5.77E-12
476b07b7e4b90c9315a69d255c07ae04,100,GCA_001262015.1,4,3.26181,3261810,-12.02725558,9.39E-13
476e4f26b5b1416d77a23127c3aff289,97.61,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
477026b958d73f88aabb26bb4a3ea79d,96.813,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
47743b7a73df85f7fa6f7ace7a43e138,97.233,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
47769829fd5a9b212cf9e213802624f9,95.635,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
47778e5d1152b5607bd52f8ce79ecc42,98.008,GCA_001191005.1,7,6.36142,6361420,-10.81852471,1.52E-11
4777e17f1bb211c9edf8068bf8147904,97.211,GCA_000023105.1,2,4.66918,4669180,-11.3781641,4.19E-12
477a574b496a2dad8aec1ef263d0c14e,96.8,GCA_001296085.1,5,2.54935,2549350,-12.47321057,3.36E-13
477c02adaad2a846c672955252029b59,99.203,GCA_001456155.1,6,4.07777,4077770,-11.62323864,2.38E-12
477d899b8a68f10b95c253adf3c141bf,98.008,GCA_001717955.1,3,5.32294,5322940,-11.14103512,7.23E-12
477e5386e2991014e5043c736608ae24,96.825,GCA_003710085.1,3,4.04172,4041720,-11.6393074,2.29E-12
477e8ca98bc14ba401b0b0fb0bd36f29,96.016,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
477f267a8398500a363fbdc51b2839d2,98.805,GCA_003030345.1,1,8.33396,8333960,-10.32978578,4.68E-11
4781720dc7534e9c60b936f91b5dc428,95.618,GCA_001644645.1,3,5.94086,5940860,-10.94229451,1.14E-11
47834680049d7a84a89c3b8da040f44c,98.008,GCA_001263205.1,4,12.1915,12191500,-9.641428571,2.28E-10
478a2f698886063299021772621056e5,98.406,GCA_000178975.2,1,5.50398,5503980,-11.08051314,8.31E-12
4793ed16ce0a305496bcaac28a7f79f9,97.211,GCA_001644645.1,3,5.94086,5940860,-10.94229451,1.14E-11
4794e3a977cf54a6bc5daa8296a1967c,98.406,GCA_000012725.1,1,3.40209,3402090,-11.95105917,1.12E-12
4797273deec48b140220e87846249ee5,96.414,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
479b0b1c36b83b2ba3c2d96a9fb078b3,99.203,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
47ad165a5fc7328f0548a187f6a312e4,97.211,GCA_001611275.1,2,3.92465,3924650,-11.69249611,2.03E-12
47b0c7d9af3079813a4b66fa321f5502,96.016,GCA_000145235.1,3,7.02556,7025560,-10.63882939,2.30E-11
47b1f66b6e43d107f8a4618c07cd875d,99.203,GCA_000019725.1,6,6.89911,6899110,-10.67169554,2.13E-11
47be71419b1304669705165fdcbf9d98,97.61,GCA_001610855.1,3,9.04542,9045420,-10.18154693,6.58E-11
47c9fe36455daceb0a23eee1a1c691db,99.602,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
47ca5e9c372edfe2a5b930cbaa5baf95,96.813,GCA_001746835.1,1,4.19928,4199280,-11.57010486,2.69E-12
47d0463ca3bcc8f4681e4352a818313e,98.406,GCA_001543345.1,12,2.62203,2622030,-12.4223431,3.78E-13
47d07f730ba96bff308c08e1602a9ced,99.203,GCA_001974985.1,1,3.42489,3424890,-11.93897239,1.15E-12
47d6ec33fa02bc212b18cd0dd643bd45,98.805,GCA_000144605.1,2,3.44526,3445260,-11.92824166,1.18E-12
47dcfb3262913c92257540b51f9517a4,99.602,GCA_001402915.1,2,5.03299,5032990,-11.24239139,5.72E-12
47dd6b172114c6190d60de2b31f5d355,98.413,GCA_001294425.1,4,6.55445,6554450,-10.76443227,1.72E-11
47de70a11a944286f3fd8bc79effa069,95.618,GCA_000058485.1,2,7.49793,7497930,-10.52107758,3.01E-11
47e772759a388db4079cb54b9147e14e,98.413,GCA_001767255.1,4,2.36545,2365450,-12.60869261,2.46E-13
47f1bad9c60d1404a483ba481509387f,99.203,GCA_002002925.1,2,4.15551,4155510,-11.58906528,2.58E-12
47f3b524d7710b17d0320a63b6211744,98.024,GCA_003710085.1,3,4.04172,4041720,-11.6393074,2.29E-12
47f4decd58a0b3c849b6bd0a89c97ba1,96.016,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
47fab9ccf20a9837506f633c93ab63b3,99.203,GCA_000144405.1,4,3.16828,3168280,-12.07990185,8.32E-13
47fced6e2611315c227f9dae5a943e12,97.222,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
47fd5908e9e69e9cc2fbc3488083fce4,96.414,GCA_000243115.3,2,4.69734,4697340,-11.36728335,4.29E-12
4804b15c10937aa1d86ece9c14f97b93,97.61,GCA_001705175.1,5,5.10972,5109720,-11.21501207,6.10E-12
480cc6849c60deaa8c192b0a35e24b0e,96.813,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
4811e85f8841d6ccfede8ec36f04bcdf,96.016,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
481294484948dc42fe498d47f46657a2,96.414,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
4813e1460eca83d3a53e57d67bd8e336,97.61,GCA_001042695.1,2,1.79786,1797860,-13.10518387,7.85E-14
4814a15038c435cf2cab6d648ce2043f,97.61,GCA_003569745.1,2,3.84205,3842050,-11.73098745,1.86E-12
4815603b5e30e2916b592c32ea263cc4,95.618,GCA_000196175.1,2,3.78295,3782950,-11.75903916,1.74E-12
4816a377a2702bc20dcf75de399c5fed,96.414,GCA_000011965.2,3,4.60105,4601050,-11.4047627,3.94E-12
4816eca6813d898ea0d48f72e064cc0f,95.618,GCA_000511405.1,8,4.05601,4056010,-11.63292076,2.33E-12
4820e7042beb0fcb5e11d5428911e53f,97.211,GCA_003330725.1,1,7.60073,7600730,-10.49643623,3.19E-11
482fbf875a6a7a7cf36bef1a3dabafe0,99.602,GCA_000697965.2,5,7.2675,7267500,-10.57756233,2.65E-11
4835ffb2200594e34358d593948dfdc4,99.203,GCA_001577265.1,2,4.31615,4316150,-11.52043113,3.02E-12
483fa8c006924c73ab17cc8b23484dc4,99.203,GCA_000389965.1,4,9.22805,9228050,-10.14537525,7.16E-11
4848635da507f13eb509c0d984ad3a8c,97.211,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
484aa767fa4a76d6b7c91e095a6e2ff4,96.838,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
48511738c90e31215adfd88bb2f501df,98.406,GCA_000025345.1,3,5.3225,5322500,-11.14118471,7.22E-12
48551632152a85073004d8af2416c590,97.211,GCA_000522985.1,2,7.47921,7479210,-10.52560114,2.98E-11
485d7c57a31548d5ad5b9c7a4a10975a,96.032,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
485db07cd2a1b440e7ee79cb56a4fe59,97.61,GCA_000217835.1,9,3.07308,3073080,-12.13510889,7.33E-13
485e1ac9c71ecbdd42e5642acdd3a30e,96.047,GCA_002896375.1,11,4.58491,4584910,-11.4111216,3.88E-12
48606483c19a5bee20c36d1723d0fdd3,94.444,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
48609bf40291976ae36d601cc64f90ac,95.618,GCA_001931535.1,4,16.0407,16040700,-9.144902848,7.16E-10
4862bc50b9b3c392c9341dfbf38690ec,97.211,GCA_000695095.2,2,4.71655,4716550,-11.35989816,4.37E-12
48646bd30afc01139dff5706019d2f40,98.805,GCA_003130705.1,4,8.01422,8014220,-10.40057808,3.98E-11
48690e3c0c408f47111061a7fa8abebe,98.805,GCA_003330725.1,1,7.60073,7600730,-10.49643623,3.19E-11
